Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
ALOFP,Alstom SA,"0,0098%","266.806,56 €",300.000,"0,13%",27 lug 2027
CARDFP,Carmila SA,"0,0098%","266.609,62 €",300.000,"1,63%",01 apr 2029
NDASS,Nordea Bank Abp,"0,0098%","266.371,86 €",325.000,"0,50%",19 mar 2031
PLD,Prologis Euro Finance LLC,"0,0098%","265.031,41 €",300.000,"0,38%",06 feb 2028
NYKRE,Nykredit Realkredit AS,"0,0098%","264.447,45 €",300.000,"0,38%",17 gen 2028
SECUSS,Securitas AB,"0,0097%","264.247,13 €",300.000,"0,25%",22 feb 2028
SAGAX,Sagax Euro Mtn NL BV,"0,0097%","264.227,88 €",300.000,"0,75%",26 gen 2028
SPOLNO,Sparebank 1 Oestlandet,"0,0097%","263.284,61 €",300.000,"0,13%",03 mar 2028
MINGNO,SpareBank 1 SMN,"0,0097%","263.276,40 €",300.000,"0,01%",18 feb 2028
STLA,Stellantis NV,"0,0097%","262.988,69 €",300.000,"1,13%",18 set 2029
ESSITY,Essity AB,"0,0097%","262.754,76 €",300.000,"0,25%",08 feb 2031
CARLB,Carlsberg Breweries AS,"0,0097%","262.597,28 €",300.000,"0,88%",01 lug 2029
RBIAV,Raiffeisen Bank International AG,"0,0097%","262.522,50 €",300.000,"0,05%",01 set 2027
,Cellnex Telecom SA,"0,0097%","262.083,02 €",300.000,"1,75%",23 ott 2030
BPPEHX,Blackstone Property Partners Europe Holdings Sarl,"0,0096%","260.851,82 €",300.000,"1,00%",04 mag 2028
ARRFP,APRR SA,"0,0096%","260.827,87 €",300.000,"1,63%",13 gen 2032
FMEGR,Fresenius Medical Care AG,"0,0096%","260.557,70 €",300.000,"1,25%",29 nov 2029
,National Bank of Canada,"0,0096%","259.956,66 €",260.000,"3,75%",25 gen 2028
OMC,Omnicom Finance Holdings plc,"0,0096%","259.702,40 €",300.000,"1,40%",08 lug 2031
DANPEN,Danica Pension Livsforsikrings AB,"0,0096%","259.604,25 €",260.000,"4,38%",29 set 2045
TOYOTA,Toyota Motor Finance Netherlands BV,"0,0095%","258.909,01 €",260.000,"3,50%",13 gen 2028
,Volvo Treasury AB,"0,0095%","258.790,77 €",260.000,"3,50%",17 nov 2025
CB,Chubb INA Holdings LLC,"0,0095%","258.392,64 €",300.000,"1,40%",15 giu 2031
SIEGR,Siemens Financieringsmaatschappij NV,"0,0095%","258.385,17 €",300.000,"0,13%",05 set 2029
SKFBSS,SKF AB,"0,0095%","257.931,35 €",300.000,"0,88%",15 nov 2029
IREIM,Iren SPA,"0,0095%","257.111,65 €",300.000,"0,88%",14 ott 2029
ABBV,AbbVie Inc.,"0,0095%","256.408,49 €",300.000,"1,25%",18 nov 2031
BPCEGP,BPCE SA,"0,0095%","256.237,11 €",300.000,"0,63%",15 gen 2030
DAIGR,Mercedes-Benz Group AG,"0,0094%","255.609,41 €",300.000,"0,75%",10 set 2030
SAGAX,Sagax Euro Mtn NL BV,"0,0094%","255.527,10 €",300.000,"1,00%",17 mag 2029
TRNIM,Terna - Rete Elettrica Nazionale,"0,0094%","255.167,57 €",300.000,"0,38%",23 giu 2029
WSTP,Westpac Banking Corp.,"0,0094%","254.938,47 €",275.000,"0,88%",17 apr 2027
OPBANK,OP Corporate Bank plc,"0,0094%","254.532,67 €",300.000,"0,63%",12 nov 2029
IGIM,Italgas SPA,"0,0094%","253.537,06 €",300.000,"0,88%",24 apr 2030
MDLZ,Mondelez International Holdings Netherlands BV,"0,0093%","253.426,76 €",300.000,"0,38%",22 set 2029
BHH,Berlin Hyp AG,"0,0093%","252.407,84 €",300.000,"0,50%",05 nov 2029
EFFP,EssilorLuxottica SA,"0,0092%","250.620,63 €",300.000,"0,75%",27 nov 2031
DT,Deutsche Telekom AG,"0,0092%","250.426,44 €",300.000,"1,38%",05 lug 2034
NNGRNV,NN Group NV,"0,0092%","249.616,44 €",300.000,"0,88%",23 nov 2031
ANNGR,Vonovia SE,"0,0092%","248.853,35 €",300.000,"0,50%",14 set 2029
WPC,WPC Eurobond BV,"0,0092%","248.393,17 €",300.000,"0,95%",01 giu 2030
ATCOA,Atlas Copco Finance DAC,"0,0091%","246.611,81 €",300.000,"0,75%",08 feb 2032
AGSBB,Ageas SA/NV,"0,009%","244.882,22 €",300.000,"1,88%",24 nov 2051
UNANA,Unilever Finance Netherlands BV,"0,009%","244.340,49 €",260.000,"1,00%",14 feb 2027
AUSGF,Ausgrid Finance Pty Ltd.,"0,009%","242.969,13 €",250.000,"1,25%",30 lug 2025
NESNVX,Nestle Holdings Inc.,"0,0089%","242.651,31 €",250.000,"0,88%",18 lug 2025
FREGR,Fresenius SE & Co. KGaA,"0,0089%","242.621,84 €",250.000,"2,88%",15 feb 2029
PSA,Public Storage,"0,0089%","242.512,68 €",300.000,"0,88%",24 gen 2032
PRXNA,Prosus NV,"0,0089%","242.283,54 €",300.000,"2,03%",03 ago 2032
BRK,Berkshire Hathaway Inc.,"0,0089%","242.200,68 €",400.000,"0,50%",15 gen 2041
STERV,Stora Enso Oyj,"0,0089%","241.818,15 €",300.000,"0,63%",02 dic 2030
STBNO,Storebrand Livsforsikring AS,"0,0089%","241.674,94 €",300.000,"1,88%",30 set 2051
IBM,International Business Machines Corp.,"0,0089%","241.337,77 €",300.000,"1,25%",09 feb 2034
TMO,Thermo Fisher Scientific Inc.,"0,0089%","241.013,99 €",250.000,"1,40%",23 gen 2026
CZGRID,Czech Gas Networks Investments Sarl,"0,0089%","240.950,41 €",300.000,"0,88%",31 mar 2031
VTRS,Utah Acquisition Sub Inc.,"0,0089%","240.788,34 €",250.000,"3,13%",22 nov 2028
ULFP,Unibail-Rodamco-Westfield SE,"0,0089%","240.229,37 €",300.000,"2,25%",14 mag 2038
HENKEL,Henkel AG & Co. KGaA,"0,0088%","239.799,87 €",300.000,"0,50%",17 nov 2032
BALDER,Balder Finland Oyj,"0,0088%","239.050,45 €",300.000,"2,00%",18 gen 2031
GLJGR,Grenke Finance plc,"0,0088%","239.043,26 €",240.000,"3,95%",09 lug 2025
ADENVX,Adecco International Financial Services BV,"0,0088%","238.824,23 €",300.000,"0,50%",21 set 2031
CERTSP,Cromwell Ereit Lux Finco Sarl,"0,0088%","238.509,07 €",250.000,"2,13%",19 nov 2025
ALCSW,Alcon Finance BV,"0,0088%","237.662,28 €",250.000,"2,38%",31 mag 2028
ERGIM,ERG SPA,"0,0087%","237.171,60 €",300.000,"0,88%",15 set 2031
SKFBSS,SKF AB,"0,0087%","236.130,16 €",300.000,"0,25%",15 feb 2031
MDLZ,Mondelez International Holdings Netherlands BV,"0,0087%","235.779,46 €",300.000,"0,63%",09 set 2032
AMT,American Tower Corp.,"0,0087%","235.064,13 €",300.000,"1,25%",21 mag 2033
HTOGA,OTE plc,"0,0086%","233.943,27 €",250.000,"0,88%",24 set 2026
,Teollisuuden Voima Oyj,"0,0086%","232.864,07 €",234.000,"4,25%",22 mag 2031
VIGAV,Vienna Insurance Group AG Wiener Versicherung Gruppe,"0,0085%","231.257,16 €",300.000,"1,00%",26 mar 2036
EUROGR,Eurogrid GmbH,"0,0085%","231.008,13 €",300.000,"0,74%",21 apr 2033
BMW,BMW Finance NV,"0,0084%","227.623,57 €",300.000,"0,20%",11 gen 2033
TTEFP,TotalEnergies Capital International SA,"0,0083%","226.098,41 €",300.000,"1,53%",31 mag 2039
LIN,Linde plc,"0,0083%","226.037,04 €",300.000,"0,38%",30 set 2033
ASSGEN,Assicurazioni Generali SPA,"0,0082%","222.008,41 €",250.000,"2,12%",01 ott 2030
DGELN,Diageo Capital BV,"0,008%","217.403,69 €",250.000,"0,13%",28 set 2028
MARGRO,Marex Group plc,"0,008%","216.187,78 €",200.000,"8,38%",02 feb 2028
NESNVX,Nestle Finance International Ltd.,"0,008%","216.111,52 €",350.000,"0,38%",03 dic 2040
ENXFP,Euronext NV,"0,0079%","215.221,25 €",300.000,"1,50%",17 mag 2041
,Raiffeisenbank Austria dd/Croatia,"0,0078%","211.694,80 €",200.000,"7,88%",05 giu 2027
ASSGEN,Assicurazioni Generali SPA,"0,0078%","210.750,99 €",200.000,"5,27%",12 set 2033
VVOYHT,Kojamo Oyj,"0,0077%","209.839,25 €",250.000,"0,88%",28 mag 2029
NOVOB,Novo Nordisk Finance Netherlands BV,"0,0077%","209.384,91 €",225.000,"1,13%",30 set 2027
VFC,VF Corp.,"0,0077%","208.458,44 €",300.000,"0,63%",25 feb 2032
,Credito Emiliano SPA,"0,0077%","207.508,75 €",200.000,"4,88%",26 mar 2030
JABHOL,JAB Holdings BV,"0,0076%","206.902,14 €",200.000,"4,75%",29 giu 2032
BMW,BMW Finance NV,"0,0076%","206.795,20 €",200.000,"4,13%",04 ott 2033
,Praemia Healthcare SACA,"0,0076%","206.248,96 €",200.000,"5,50%",19 set 2028
,Cassa Centrale Banca - Credito Cooperativo Italiano SPA,"0,0076%","205.825,20 €",200.000,"5,89%",16 feb 2027
AMT,American Tower Corp.,"0,0076%","205.588,98 €",200.000,"4,63%",16 mag 2031
SOCGEN,Societe Generale SA,"0,0076%","205.207,67 €",200.000,"5,25%",06 set 2032
TDCDC,TDC Net A/S,"0,0075%","203.385,56 €",200.000,"5,62%",06 feb 2030
UNIMUS,Universal Music Group NV,"0,0075%","202.330,97 €",200.000,"4,00%",13 giu 2031
TRAGR,Traton Finance Luxembourg SA,"0,0075%","202.072,41 €",200.000,"4,50%",23 nov 2026
TDCDC,TDC Net A/S,"0,0075%","202.010,58 €",200.000,"5,06%",31 mag 2028
DHR,DH Europe Finance II Sarl,"0,0074%","201.932,39 €",300.000,"1,80%",18 set 2049
,Aareal Bank AG,"0,0074%","201.695,36 €",200.000,"5,88%",29 mag 2026
CRHID,CRH SMW Finance DAC,"0,0074%","201.334,93 €",200.000,"4,00%",11 lug 2027
,Elisa Oyj,"0,0074%","201.183,29 €",200.000,"4,00%",27 gen 2029
SANDSS,Sandvik AB,"0,0074%","200.801,96 €",200.000,"3,75%",27 set 2029
ELTLX,Electrolux AB,"0,0074%","200.557,50 €",200.000,"4,50%",29 set 2028
,Thales SA,"0,0074%","200.289,59 €",200.000,"4,00%",18 ott 2025
BKNG,Booking Holdings Inc.,"0,0074%","199.986,52 €",200.000,"3,63%",12 nov 2028
RBIAV,Raiffeisen Bank International AG,"0,0074%","199.892,34 €",200.000,"4,13%",08 set 2025
LIN,Linde plc,"0,0074%","199.830,19 €",200.000,"3,63%",12 giu 2025
,Ayvens SA,"0,0074%","199.594,01 €",200.000,"3,88%",24 gen 2028
ARNDTN,Aroundtown SA,"0,0074%","199.424,61 €",400.000,"1,63%",15 lug 2169
,Corning Inc.,"0,0074%","199.353,02 €",200.000,"3,88%",15 mag 2026
CONGR,Continental AG,"0,0074%","199.339,63 €",200.000,"3,63%",30 nov 2027
,Lansforsakringar Bank AB,"0,0074%","199.331,26 €",200.000,"3,75%",17 gen 2029
,Morgan Stanley,"0,0073%","199.129,48 €",200.000,"3,79%",21 mar 2030
,Infineon Technologies AG,"0,0073%","198.750,19 €",200.000,"3,38%",26 feb 2027
,Brenntag Finance BV,"0,0073%","198.417,39 €",200.000,"3,75%",24 apr 2028
ORCL,Oracle Corp.,"0,0073%","198.407,73 €",200.000,"3,13%",10 lug 2025
ACAFP,Credit Agricole SA/London,"0,0073%","198.382,20 €",200.000,"3,13%",05 feb 2026
SUFP,Schneider Electric SE,"0,0073%","198.247,80 €",200.000,"3,13%",13 ott 2029
YBS,Yorkshire Building Society,"0,0073%","198.098,08 €",225.000,"0,50%",01 lug 2028
ADSGR,adidas AG,"0,0073%","198.079,67 €",200.000,"3,00%",21 nov 2025
,Autostrade per l'Italia SPA,"0,0073%","197.807,24 €",200.000,"4,25%",28 giu 2032
,Elis SA,"0,0073%","197.742,95 €",200.000,"3,75%",21 mar 2030
ORAFP,Orange SA,"0,0073%","197.479,12 €",300.000,"1,38%",04 set 2049
CNUNZ,Chorus Ltd.,"0,0073%","197.024,17 €",200.000,"3,63%",07 set 2029
,Verizon Communications Inc.,"0,0072%","196.141,11 €",200.000,"3,50%",28 giu 2032
,Nestle Finance International Ltd.,"0,0072%","196.134,19 €",200.000,"3,00%",23 gen 2031
CMZB,Commerzbank AG,"0,0072%","195.755,77 €",200.000,"3,00%",14 set 2027
FMEGR,Fresenius Medical Care AG,"0,0072%","194.945,11 €",200.000,"1,50%",11 lug 2025
SANFP,Sanofi SA,"0,0072%","194.646,87 €",200.000,"1,50%",22 set 2025
LIN,Linde Inc./CT,"0,0072%","194.404,88 €",200.000,"1,63%",01 dic 2025
KERFP,Kering SA,"0,0072%","194.228,55 €",200.000,"3,38%",27 feb 2033
,CETIN Group NV,"0,0072%","194.091,19 €",200.000,"3,13%",14 apr 2027
CAFP,Carrefour SA,"0,0071%","193.358,01 €",200.000,"1,75%",04 mag 2026
,SKF AB,"0,0071%","193.300,24 €",200.000,"1,25%",17 set 2025
CAFP,Carrefour SA,"0,0071%","193.291,84 €",200.000,"2,63%",15 dic 2027
ASABRE,Asahi Group Holdings Ltd.,"0,0071%","193.167,22 €",200.000,"1,15%",19 set 2025
ACFP,Accor SA,"0,0071%","193.090,59 €",200.000,"1,75%",04 feb 2026
ENGIFP,Engie SA,"0,0071%","193.016,98 €",200.000,"0,88%",19 set 2025
C,Citigroup Inc.,"0,0071%","192.840,04 €",200.000,"2,13%",10 set 2026
LLY,Eli Lilly & Co.,"0,0071%","192.768,63 €",200.000,"1,63%",02 giu 2026
ANNGR,Vonovia SE,"0,0071%","192.524,37 €",200.000,"1,13%",08 set 2025
SCBNOR,Santander Consumer Bank AS,"0,0071%","192.488,93 €",200.000,"0,50%",11 ago 2025
MAPSM,Mapfre SA,"0,0071%","192.198,54 €",200.000,"1,63%",19 mag 2026
RENAUL,RCI Banque SA,"0,0071%","192.180,57 €",200.000,"1,75%",10 apr 2026
,Sky Ltd.,"0,0071%","192.049,23 €",200.000,"2,75%",27 nov 2029
NTGYSM,Naturgy Finance Iberia SA,"0,0071%","191.987,22 €",200.000,"1,25%",15 gen 2026
VW,Volkswagen Financial Services AG,"0,0071%","191.715,23 €",200.000,"2,25%",01 ott 2027
DECFP,JCDecaux SE,"0,0071%","191.605,33 €",200.000,"2,63%",24 apr 2028
AMSSM,Amadeus IT Group SA,"0,0071%","191.511,96 €",200.000,"1,50%",18 set 2026
MCD,McDonald's Corp.,"0,0071%","191.370,92 €",200.000,"2,63%",11 giu 2029
MERYFP,Mercialys SA,"0,0071%","191.281,80 €",200.000,"1,80%",27 feb 2026
DGELN,Diageo Finance plc,"0,007%","191.069,00 €",200.000,"1,88%",27 mar 2027
COVFP,Covivio SA/France,"0,007%","191.059,04 €",200.000,"2,38%",20 feb 2028
RABOBK,Cooperatieve Rabobank UA,"0,007%","191.010,77 €",200.000,"1,38%",03 feb 2027
ARNDTN,Aroundtown SA,"0,007%","190.581,39 €",200.000,"0,63%",09 lug 2025
MLFP,Cie Generale des Etablissements Michelin SCA,"0,007%","190.491,65 €",300.000,"0,63%",02 nov 2040
,Veolia Environnement SA,"0,007%","190.461,05 €",200.000,"1,50%",30 nov 2026
BERTEL,Bertelsmann SE & Co. KGaA,"0,007%","190.441,52 €",200.000,"1,13%",27 apr 2026
REPSM,Repsol International Finance BV,"0,007%","190.209,89 €",200.000,"2,63%",15 apr 2030
MOTOPG,Motability Operations Group plc,"0,007%","190.114,08 €",200.000,"0,38%",03 gen 2026
NGGLN,National Grid plc,"0,007%","189.953,02 €",200.000,"2,95%",30 mar 2030
FCCSER,FCC Servicios Medio Ambiente Holding SAU,"0,007%","189.856,78 €",200.000,"1,66%",04 dic 2026
STERV,Stora Enso Oyj,"0,007%","189.520,83 €",200.000,"2,50%",21 mar 2028
,IMCD NV,"0,007%","189.481,61 €",200.000,"2,13%",31 mar 2027
BHH,Berlin Hyp AG,"0,007%","189.446,65 €",200.000,"1,00%",05 feb 2026
GIS,General Mills Inc.,"0,007%","189.381,95 €",200.000,"0,45%",15 gen 2026
WPC,WPC Eurobond BV,"0,007%","189.331,09 €",200.000,"2,13%",15 apr 2027
HEIGR,Heidelberg Materials Finance Luxembourg SA,"0,007%","189.036,37 €",200.000,"1,50%",14 giu 2027
CMZB,Commerzbank AG,"0,007%","188.720,07 €",200.000,"1,88%",28 feb 2028
ABBV,AbbVie Inc.,"0,007%","188.699,76 €",200.000,"2,13%",17 nov 2028
ARRFP,APRR SA,"0,007%","188.612,42 €",200.000,"1,25%",06 gen 2027
JAPTOB,JT International Financial Services BV,"0,0069%","188.151,10 €",200.000,"2,88%",07 ott 2083
ZURNVX,Argentum Netherlands BV for Zurich Insurance Co. Ltd.,"0,0069%","187.450,38 €",200.000,"2,75%",19 feb 2049
SWFP,Sodexo SA,"0,0069%","186.665,28 €",200.000,"0,75%",14 apr 2027
ORAFP,Orange SA,"0,0069%","186.625,77 €",200.000,"0,88%",03 feb 2027
RENAUL,RCI Banque SA,"0,0069%","186.574,25 €",200.000,"1,13%",15 gen 2027
IREIM,Iren SPA,"0,0069%","186.256,32 €",200.000,"1,50%",24 ott 2027
DB,Deutsche Bank AG,"0,0069%","186.176,66 €",200.000,"1,75%",17 gen 2028
CNUNZ,Chorus Ltd.,"0,0068%","185.710,09 €",200.000,"0,88%",05 dic 2026
BPCEGP,BPCE SA,"0,0068%","185.427,13 €",200.000,"1,63%",31 gen 2028
FREGR,Fresenius SE & Co. KGaA,"0,0068%","185.057,05 €",200.000,"0,38%",28 set 2026
ERSTBK,Erste Group Bank AG,"0,0068%","185.048,87 €",200.000,"0,88%",13 mag 2027
TELEFO,Telefonica Emisiones SA,"0,0068%","184.370,00 €",200.000,"1,79%",12 mar 2029
SRBANK,SpareBank 1 SR-Bank ASA,"0,0068%","184.250,15 €",200.000,"0,25%",09 nov 2026
WSTP,Westpac Banking Corp.,"0,0068%","184.211,02 €",200.000,"1,45%",17 lug 2028
MDLZ,Mondelez International Holdings Netherlands BV,"0,0068%","184.195,95 €",200.000,,22 set 2026
MAPSM,Mapfre SA,"0,0068%","184.195,26 €",200.000,"2,88%",13 apr 2030
PLD,Prologis Euro Finance LLC,"0,0068%","184.063,14 €",300.000,"1,00%",16 feb 2041
JABHOL,JAB Holdings BV,"0,0068%","183.709,86 €",200.000,"3,38%",17 apr 2035
EOANGR,E.ON SE,"0,0067%","182.805,26 €",200.000,"0,75%",20 feb 2028
AMT,American Tower Corp.,"0,0067%","182.434,28 €",200.000,"0,40%",15 feb 2027
NHYNO,Norsk Hydro ASA,"0,0067%","182.368,14 €",200.000,"2,00%",11 apr 2029
DVIVER,DVI Deutsche Vermoegens- & Immobilienverwaltungs GmbH,"0,0067%","182.328,86 €",200.000,"2,50%",25 gen 2027
OPBANK,OP Corporate Bank plc,"0,0067%","182.268,17 €",200.000,"0,63%",27 lug 2027
,BMW Finance NV,"0,0067%","181.588,61 €",200.000,"0,38%",24 set 2027
CCAMA,Caisse Nationale de Reassurance Mutuelle Agricole Groupama,"0,0067%","180.921,04 €",200.000,"2,13%",16 set 2029
SANEFP,SANEF SA,"0,0067%","180.683,89 €",200.000,"0,95%",19 ott 2028
ELEVER,Elenia Verkko Oyj,"0,0067%","180.487,50 €",200.000,"0,38%",06 feb 2027
ALB,Albemarle New Holding GmbH,"0,0067%","180.316,17 €",200.000,"1,63%",25 nov 2028
LUNDC,H Lundbeck A/S,"0,0066%","180.136,78 €",200.000,"0,88%",14 ott 2027
,Raiffeisenbank AS,"0,0066%","179.512,05 €",200.000,"1,00%",09 giu 2028
HOLNSW,Holcim Finance Luxembourg SA,"0,0066%","179.211,38 €",200.000,"0,13%",19 lug 2027
SESGFP,SES SA,"0,0066%","179.164,84 €",200.000,"0,88%",04 nov 2027
ARRFP,APRR SA,"0,0066%","179.067,47 €",200.000,"1,50%",25 gen 2030
NOVNVX,Novartis Finance SA,"0,0066%","178.859,86 €",200.000,"0,63%",20 set 2028
ADENVX,Adecco International Financial Services BV,"0,0066%","178.524,25 €",200.000,"1,00%",21 mar 2082
EDENFP,Edenred SE,"0,0066%","178.018,19 €",200.000,"1,38%",18 giu 2029
INVSA,Investor AB,"0,0066%","177.623,47 €",200.000,"1,50%",12 set 2030
MUFG,Mitsubishi UFJ Financial Group Inc.,"0,0065%","176.853,67 €",200.000,"0,85%",19 lug 2029
PEP,PepsiCo Inc.,"0,0065%","176.702,38 €",225.000,"0,75%",14 ott 2033
SATOYH,SATO Oyj,"0,0065%","176.217,83 €",200.000,"1,38%",24 feb 2028
CCEP,CCEP Finance Ireland DAC,"0,0065%","175.938,64 €",250.000,"1,50%",06 mag 2041
EOANGR,E.ON SE,"0,0065%","174.989,91 €",200.000,"0,10%",19 dic 2028
DBOERS,Deutsche Boerse AG,"0,0064%","174.042,31 €",200.000,"1,50%",04 apr 2032
CE,Celanese US Holdings LLC,"0,0064%","172.498,44 €",200.000,"0,63%",10 set 2028
SRELN,Sirius Real Estate Ltd.,"0,0063%","171.850,37 €",200.000,"1,75%",24 nov 2028
TEL,Tyco Electronics Group SA,"0,0063%","170.710,72 €",200.000,,16 feb 2029
SAFFP,Safran SA,"0,0062%","168.777,50 €",200.000,"0,75%",17 mar 2031
UQA,UNIQA Insurance Group AG,"0,0062%","168.106,78 €",200.000,"2,38%",09 dic 2041
ERSTBK,Erste Group Bank AG,"0,0062%","167.912,11 €",200.000,"0,25%",14 set 2029
LIFP,Klepierre SA,"0,0061%","166.577,25 €",200.000,"1,25%",29 set 2031
TALANX,Talanx AG,"0,0061%","165.172,59 €",200.000,"1,75%",01 dic 2042
TELIAS,Telia Co. AB,"0,0061%","165.087,87 €",200.000,"1,63%",23 feb 2035
PG,Procter & Gamble Co.,"0,0061%","164.715,22 €",200.000,"1,88%",30 ott 2038
GFCFP,Gecina SA,"0,0061%","164.479,67 €",200.000,"1,63%",29 mag 2034
SUMIBK,Sumitomo Mitsui Financial Group Inc.,"0,006%","163.645,73 €",175.000,"1,41%",14 giu 2027
MIZUHO,Mizuho Financial Group Inc.,"0,006%","162.957,33 €",160.000,"4,16%",20 mag 2028
KMI,Kinder Morgan Inc.,"0,006%","161.980,03 €",169.000,"2,25%",16 mar 2027
CCEP,Coca-Cola Europacific Partners plc,"0,006%","161.976,81 €",200.000,"0,70%",12 set 2031
HON,Honeywell International Inc.,"0,0059%","160.899,66 €",200.000,"0,75%",10 mar 2032
FREGR,Fresenius SE & Co. KGaA,"0,0059%","159.385,18 €",200.000,"1,13%",28 gen 2033
SCOR,SCOR SE,"0,0059%","158.650,09 €",200.000,"1,38%",17 set 2051
TRNIM,Terna - Rete Elettrica Nazionale,"0,0058%","158.320,31 €",200.000,"0,75%",24 lug 2032
EOANGR,E.ON SE,"0,0058%","158.146,17 €",200.000,"0,60%",01 ott 2032
PLD,Prologis Euro Finance LLC,"0,0058%","157.955,30 €",200.000,"0,63%",10 set 2031
MWDP,Wendel SE,"0,0058%","157.851,26 €",200.000,"1,38%",18 gen 2034
PG,Procter & Gamble Co.,"0,0058%","156.049,61 €",150.000,"4,88%",11 mag 2027
NESNVX,Nestle Finance International Ltd.,"0,0058%","155.920,35 €",200.000,"0,63%",14 feb 2034
WUWGR,Wuestenrot & Wuerttembergische AG,"0,0057%","155.742,15 €",200.000,"2,13%",10 set 2041
ALVGR,Allianz Finance II BV,"0,0057%","154.378,64 €",200.000,"0,50%",22 nov 2033
AEDBB,Aedifica SA,"0,0057%","154.025,59 €",200.000,"0,75%",09 set 2031
MAN,ManpowerGroup Inc.,"0,0057%","153.674,80 €",160.000,"1,75%",22 giu 2026
CMCSA,Comcast Corp.,"0,0057%","153.307,26 €",190.000,"0,75%",20 feb 2032
BPLN,BP Capital Markets plc,"0,0057%","153.202,98 €",200.000,"1,10%",15 nov 2034
ZURNVX,Zurich Finance Ireland Designated Activity Co.,"0,0056%","153.133,74 €",200.000,"1,63%",17 giu 2039
,East Japan Railway Co.,"0,0056%","152.463,70 €",200.000,"0,77%",15 set 2034
LEGGR,LEG Immobilien SE,"0,0056%","150.694,05 €",200.000,"1,63%",28 nov 2034
BRLS,Borealis AG,"0,0055%","149.102,69 €",154.000,"1,75%",10 dic 2025
INVSA,Investor AB,"0,0055%","148.618,09 €",200.000,"1,50%",20 giu 2039
LLY,Eli Lilly & Co.,"0,0054%","147.680,43 €",250.000,"1,13%",14 set 2051
ANNGR,Vonovia SE,"0,0054%","145.306,58 €",200.000,"1,13%",14 set 2034
MSFT,Microsoft Corp.,"0,0053%","144.623,28 €",150.000,"2,63%",02 mag 2033
BDX,Becton Dickinson & Co.,"0,0053%","143.461,83 €",150.000,"0,03%",13 ago 2025
ENGIFP,Engie SA,"0,0053%","142.389,35 €",115.000,"5,95%",16 mar 2111
MMM,3M Co.,"0,0052%","142.318,94 €",150.000,"1,50%",09 nov 2026
ATOSTR,Autostrade per l'Italia SPA,"0,0052%","140.803,96 €",149.000,"1,75%",01 feb 2027
SRBANK,SpareBank 1 SR-Bank ASA,"0,0051%","138.950,80 €",134.000,"4,88%",24 ago 2028
BPLN,BP Capital Markets plc,"0,0051%","136.954,88 €",150.000,"0,83%",08 nov 2027
PG,Procter & Gamble Co.,"0,0049%","132.213,90 €",200.000,"0,90%",04 nov 2041
,Nestle Finance International Ltd.,"0,0048%","129.369,42 €",150.000,"0,25%",14 giu 2029
DWNIGY,Deutsche Wohnen SE,"0,0046%","125.716,20 €",200.000,"1,30%",07 apr 2041
,Energa Finance AB,"0,0043%","117.733,51 €",125.000,"2,13%",07 mar 2027
ANNGR,Vonovia SE,"0,0043%","115.675,63 €",200.000,"1,00%",28 gen 2041
UNANA,Unilever plc,"0,0042%","115.101,33 €",150.000,"1,50%",11 giu 2039
DBOERS,Deutsche Boerse AG,"0,0042%","113.030,93 €",123.000,"1,13%",26 mar 2028
COFCHD,Coface SA,"0,004%","108.720,20 €",100.000,"6,00%",22 set 2032
,CPI Property Group SA,"0,0039%","106.359,96 €",111.000,"7,00%",07 mag 2029
DT,Deutsche Telekom International Finance BV,"0,0039%","105.885,50 €",100.000,"4,50%",28 ott 2030
CAZAR,Ibercaja Banco SA,"0,0038%","103.069,48 €",100.000,"5,63%",07 giu 2027
EJRAIL,East Japan Railway Co.,"0,0038%","102.877,60 €",100.000,"3,98%",05 set 2032
